authorID|affiliation
35510297|Uber
28924497|Shanghai Jiao Tong
35668343|Amazon
40515617|Zhejiang
2152471553|NVIDIA
2035210|UW
2115667193|Apple
2248565|Apple
2256143|UT Austin
2135937679|Alibaba
2145407329|CMU
2645384|Princeton
144950946|Tsinghua
2066145|Facebook
1708103|UMich
144402064|MIT
2263629384|UC Berkeley
2061550766|UT Austin
1733689|UW
145019478|UC Berkeley
50560492|Huawei
31847168|Tsinghua
2116066317|UC Berkeley
1744726|Airbnb
81080659|Intel
2252770872|Shanghai Jiao Tong
2111210|Peking
2113693105|NVIDIA
2493778|Baidu
2256699276|Alibaba
1759689|IBM
145467703|NVIDIA
9486035|UW
1972431|Shanghai Jiao Tong
3372340|ByteDance
2509510|Zhejiang
2522394|Peking
31635460|Huawei
3308866|Google
2073139181|Caltech
2547681|Tsinghua
32139366|Caltech
2058168486|Tsinghua
2057376568|IBM
1895356|Microsoft
1847827|Intel
47454309|Shanghai Jiao Tong
145776090|Google
16126046|Samsung
145729499|Alibaba
2502317|Shanghai Jiao Tong
2014814754|Apple
40592359|Oxford
1777422|ETH Zurich
1745169|Tsinghua
6593936|Qualcomm
1706276|Zhejiang
143615345|Facebook
2514691|Facebook
145532827|Alibaba
40135250|Intel
2536315|Shanghai Jiao Tong
2116783356|Caltech
19225295|Google
2256269|Stanford
5059205|Stanford
3046954|Qualcomm
1684887|NVIDIA
3105120|Oxford
1393662331|Shanghai Jiao Tong
1491359904|Harvard
35374692|Zhejiang
1614034792|Zhejiang
6431329|Microsoft
1685083|NVIDIA
2375564|NVIDIA
11541096|Uber
144558270|Shanghai Jiao Tong
50860274|IBM
143774737|Amazon
47281276|Qualcomm
2110208881|Amazon
2129412|CMU
2006869|UMich
51056374|Airbnb
3797258|Huawei
34684035|Uber
1723044|UMich
3194878|Samsung
5484714|MIT
150302778|Baidu
1749827|HKUST
47978704|Uber
1857137|Stanford
144505734|CMU
46234526|CMU
2905518|Intel
1398620187|Amazon
1746914|MIT
15309498|Uber
144586498|ETH Zurich
1663359881|Huawei
144025987|ETH Zurich
1743991|Princeton
10688956|Google
2077989|UMich
1899753|NVIDIA
1733625|Tencent
1701766|Huawei
1873696|ETH Zurich
47191829|Peking
145140480|Cambridge
2285935329|Alibaba
1734990|UT Austin
1399776494|UT Austin
2115670|Facebook
39943835|ETH Zurich
1390489982|Stanford
2108094514|Tsinghua
2149106173|Facebook
143802908|Tsinghua
51289782|Google
143869250|Tsinghua
47448503|ByteDance
145520804|Airbnb
2116899260|Princeton
35238678|NVIDIA
2939759|Apple
2144011217|Uber
145421878|Tsinghua
1796044|Airbnb
1726587|Princeton
3092435|ByteDance
2152469362|Caltech
2878072|Baidu
49113001|UC Berkeley
117461896|Harvard
145837053|IBM
2100612|IBM
3422872|MIT
10182207|Zhejiang
1707347|Alibaba
1865802|Peking
1969847|Harvard
145394689|Cambridge
144570279|Oxford
143955418|ByteDance
2135837|Intel
2972859|Uber
2097232470|Intel
8974886|Airbnb
1401020033|UMich
30880777|UC Berkeley
2797981|Tencent
49902007|Peking
143762617|ETH Zurich
144293175|Uber
37127008|Qualcomm
11852405|Qualcomm
1807433|Cambridge
2108473999|Cambridge
94653581|Baidu
46691607|Princeton
1433007765|Apple
35188630|HKUST
49943757|Airbnb
22254044|Princeton
2594256|Tsinghua
34700222|Airbnb
6248858|UMich
37412357|Zhejiang
67154907|Qualcomm
1753355|Huawei
2238317928|Baidu
1403651727|Peking
3093838|IBM
145412074|Qualcomm
144745718|Apple
4023283|IBM
48508646|Peking
1405625449|Facebook
3399181|HKUST
1698824|Qualcomm
144264986|Tencent
2065370007|Caltech
31461304|Qualcomm
1718541|Huawei
46875441|Peking
2348958558|Google
143761817|Microsoft
144922861|Caltech
2711164|Microsoft
1695535|UC Berkeley
1774867|IBM
2047464842|IBM
1399133087|Amazon
2562543|Princeton
69054960|CMU
2346691157|UMich
47482843|Baidu
31292557|Google
50232365|Apple
39717886|Harvard
1685292|NVIDIA
1979856|HKUST
5164568|HKUST
2153688316|Alibaba
1806678|Stanford
8243291|Uber
144994682|Shanghai Jiao Tong
2068286576|Intel
40618053|Harvard
40459179|UT Austin
15186612|NVIDIA
1792142|Stanford
2752609|Harvard
3168502|UW
7847508|Amazon
37167270|MIT
47793005|IBM
33685819|Samsung
1804703|Apple
1743931|UMich
2213770|CMU
152394142|CMU
2201937|Qualcomm
1754035|ETH Zurich
1698268|Baidu
2517825|NVIDIA
50483051|Stanford
8896870|UMich
1942181|Qualcomm
2110404467|Tsinghua
8908922|NVIDIA
2483738|Airbnb
2421691|Amazon
2677488|MIT
144496518|CMU
48419707|Zhejiang
145306271|Facebook
2466164|Zhejiang
1751762|IBM
2842984|Qualcomm
1403428213|Alibaba
1709589|Huawei
1399279909|UT Austin
145643855|CMU
2130462|Samsung
2071649|Google
2002316|UMich
1782658|Uber
2149122113|Amazon
5240016|HKUST
1694621|NVIDIA
37212795|Caltech
3018662|Google
2493008|Microsoft
144762651|Tencent
39924919|Tsinghua
153454907|Airbnb
2347034162|UC Berkeley
2066516991|ByteDance
145118318|Alibaba
51324296|Princeton
6289332|Cambridge
13919023|ByteDance
68982679|Tencent
3105254|Intel
145550877|ETH Zurich
1697397|UT Austin
1682058|Airbnb
2910143|NVIDIA
144484982|Caltech
23672613|Samsung
145718058|Oxford
122360608|Intel
46409715|Tencent
2732737|Huawei
2052135690|Cambridge
35244773|Shanghai Jiao Tong
2343019|Huawei
5279341|UMich
145525190|Princeton
123451953|Microsoft
3223942|HKUST
10666396|Facebook
2207015236|Qualcomm
2102253685|Apple
144189388|HKUST
2037871|CMU
9957625|Qualcomm
37517325|IBM
1701298|Oxford
2191753901|Tencent
4648711|Cambridge
145920814|Qualcomm
2145253136|Apple
145197293|Baidu
1519290245|NVIDIA
40291345|UT Austin
146218865|Uber
143750713|Uber
145711633|Amazon
1922657|Samsung
2286640|Stanford
1680638|UT Austin
1740213|Shanghai Jiao Tong
1852549|ETH Zurich
2256697310|Peking
144199043|ByteDance
145259603|UC Berkeley
144590225|Tencent
32837403|Google
145534175|Airbnb
1914833|Tsinghua
3422052|UC Berkeley
1398461214|UC Berkeley
2110603432|UC Berkeley
1763295|Cambridge
35363891|UMich
2084564300|Uber
2979876|Google
51330074|Huawei
1760402|IBM
2445538|Google
40449749|Amazon
2505902|Harvard
1798960|Harvard
34990576|Caltech
48999874|Cambridge
33870107|NVIDIA
144802290|ByteDance
1914797|Microsoft
40995886|Peking
4453374|Zhejiang
8256362|Intel
145106127|Shanghai Jiao Tong
1694538098|IBM
15519668|Stanford
2039588|Huawei
2217213|IBM
2135990561|MIT
1734053|Tsinghua
153850291|UMich
118242121|UMich
143741583|Alibaba
1851562|UMich
1863425|Princeton
49959210|Uber
1702392|Oxford
145002796|Oxford
144945435|UT Austin
2107994160|HKUST
38120884|Baidu
144793401|Uber
3095698|ByteDance
3985221|Zhejiang
144766615|HKUST
6643595|Uber
1711979|Airbnb
1471737704|Tsinghua
143758717|CMU
47717322|Tencent
1770745|Oxford
35175146|Uber
2152472162|Amazon
1772842|Apple
2340666|Cambridge
36030514|MIT
2048712|Tencent
88740363|Airbnb
3087941|Samsung
48226007|Uber
50397921|HKUST
2338621460|Zhejiang
2301538|NVIDIA
46718993|Apple
12155787|HKUST
113837271|Google
1996134|UW
2066769956|Huawei
11323179|Google
49015301|Microsoft
1682001|Cambridge
1786884|UT Austin
144144027|ETH Zurich
145315445|NVIDIA
1976425918|Qualcomm
1443783456|Stanford
48804181|Shanghai Jiao Tong
2107009096|IBM
153529797|MIT
1804104|Uber
4039707|HKUST
49969948|Intel
145606181|Baidu
2520493|Caltech
2191751245|UW
3302681|Baidu
153377151|UMich
145531712|MIT
2870504|Airbnb
9122533|NVIDIA
2562282|Tencent
143805211|Uber
2474250|Microsoft
2061412126|Baidu
3026399|Amazon
5121611|Baidu
1728207|CMU
144585578|Amazon
1752096|Amazon
1688204|NVIDIA
50356391|HKUST
2247520360|Samsung
35084211|CMU
1701421|Baidu
2715148|UW
1759422|Harvard
2344478|NVIDIA
2136001275|Shanghai Jiao Tong
143728483|Google
1690799|Microsoft
2658890|Alibaba
2068347799|UMich
1716301|Amazon
2595483|Baidu
33805504|UMich
1685187|UC Berkeley
32219137|UW
46385221|Apple
47197693|ByteDance
2052576935|NVIDIA
2897313|HKUST
1754252|Cambridge
1687701|Qualcomm
83889546|Samsung
1864765978|UC Berkeley
1388387856|HKUST
49678544|Facebook
1397398770|Airbnb
2074109526|Caltech
50693907|UC Berkeley
3423678|UW
1714612|Intel
2065760904|NVIDIA
144848112|Facebook
35041003|MIT
9208982|CMU
145029414|Alibaba
2865775|NVIDIA
3078154|Airbnb
40539650|Intel
5932099|Peking
9727014|Oxford
143969664|NVIDIA
1699054|UMich
2328284263|Peking
2289341703|Oxford
2009767|UC Berkeley
41065919|Apple
2247495712|IBM
2058177533|Huawei
2319973|Stanford
2074980634|Zhejiang
40975594|Apple
69539592|HKUST
2274294|Harvard
144545434|Airbnb
2239580655|UMich
2116575879|Oxford
1721991|Stanford
1702866|NVIDIA
31915023|Google
1397181875|MIT
2967405|CMU
2070970|UW
1807069|Microsoft
1806905|Alibaba
2217848089|Cambridge
145580998|MIT
1744800|Apple
1792623|Google
4990733|Huawei
2755582|Zhejiang
2108434617|Qualcomm
2312900424|Tencent
2184327|Uber
1876480|Intel
144274747|Stanford
145371438|Shanghai Jiao Tong
33340370|Uber
145703442|UW
145979410|Harvard
2242717|Peking
9215658|Harvard
145881323|ByteDance
1924061|Qualcomm
2060434571|UW
121644245|CMU
1781565|Huawei
1930075|Alibaba
143747945|Facebook
38473019|MIT
49818480|Zhejiang
40660854|Apple
7564853|Alibaba
2111310469|Tsinghua
145066193|Qualcomm
144821090|Harvard
49326047|CMU
144563108|Alibaba
2078284037|Harvard
49268477|Stanford
48828579|Caltech
3066242|Stanford
1970334|MIT
122753513|Alibaba
1776336|Princeton
144916619|Tencent
5840101|ByteDance
48598873|UT Austin
1878835|IBM
1934073|Oxford
2034769|Oxford
2320509|Peking
1683459|Peking
3226094|Baidu
2053884612|MIT
1718786|Samsung
2346777264|Qualcomm
2229081|Zhejiang
3432460|IBM
3158246|Oxford
145840115|Uber
7524887|MIT
32786132|UMich
145678691|CMU
1765169|Oxford
1974599|Oxford
32286482|Cambridge
51884035|Baidu
1695784|Samsung
2903226|UT Austin
2418520|Huawei
1800179|Princeton
31744438|Princeton
2079024030|CMU
3035541|MIT
2108993600|Harvard
1829456|Cambridge
2075371|CMU
1403108392|Stanford
33221685|Cambridge
2314025|Baidu
1492076802|Airbnb
2110984588|UT Austin
145034054|Apple
1380248978|Airbnb
145284465|NVIDIA
2623167|UMich
2152472076|Google
1783402|Zhejiang
144885169|NVIDIA
143627859|Microsoft
2109916949|IBM
3469125|Tencent
31927890|Google
2125517703|Zhejiang
1783032|Apple
7446832|Peking
40464010|Harvard
1712994|Airbnb
32402038|MIT
153570946|IBM
153314745|UW
2309030|Alibaba
1485389319|Stanford
50695457|Amazon
2095762|Zhejiang
18014232|Peking
3425624|MIT
3089272|Tencent
1738428|Airbnb
3375775|Stanford
8952312|Facebook
145134886|Caltech
1808384|Google
143868587|Cambridge
144026300|NVIDIA
143827678|ByteDance
50056360|Airbnb
3353457|NVIDIA
3391272|Qualcomm
2244001304|NVIDIA
2111251935|Alibaba
1680133|Microsoft
1397424343|MIT
153171583|MIT
48342565|Oxford
1837057|Intel
2266084696|Shanghai Jiao Tong
1716986|Tsinghua
2225350|Caltech
145530218|UW
2924473|UT Austin
3110092|Google
48180545|Facebook
1764952|UT Austin
1982950|Google
2059204163|Princeton
2843982|CMU
145269712|Apple
8752221|Peking
35556316|Oxford
2108611657|Stanford
1773836|Cambridge
2937911|Baidu
144478906|IBM
145557251|UMich
2334455|Zhejiang
2789798|Shanghai Jiao Tong
3177811|UT Austin
1874286|IBM
2249973698|Huawei
144225970|Peking
2151810209|Harvard
144189431|Amazon
3258919|Airbnb
4901769|UW
2649909|IBM
5016554|Google
2675885|Amazon
120704132|Stanford
2927870|Peking
1714528|Amazon
145183709|IBM
2146359|Google
2475428|CMU
144543541|Oxford
143898643|Zhejiang
144231976|Amazon
1693768|Google
9787897|Huawei
3172077|ByteDance
2121780|Airbnb
1740538|UMich
2145447101|Harvard
1708469|Samsung
113947684|Princeton
1669767608|Princeton
2146046695|ByteDance
144406546|Baidu
1788277|Oxford
144203200|UT Austin
36093977|Intel
1687524|Baidu
7991309|UT Austin
145500336|Alibaba
1699645|Stanford
46998035|HKUST
4751081|MIT
116865041|MIT
2118403946|Airbnb
51175233|UMich
8181864|Intel
7933218|Peking
152290618|Oxford
2820151|Stanford
2056183624|Apple
40642935|UT Austin
2577513|IBM
1491922105|Stanford
153825989|Uber
2464550|Apple
143857271|Peking
2285953900|Stanford
8391640|Qualcomm
1751812|HKUST
2114485554|IBM
1860631|Tsinghua
3216372|MIT
50484974|Peking
49423009|ByteDance
145700185|Oxford
49097095|Caltech
1807250|Shanghai Jiao Tong
48539382|Intel
3013567|Huawei
2220290014|Tencent
2152469135|UMich
144020846|Peking
2107949987|ByteDance
3305021|UMich
144869088|UMich
1746807|Google
2346996570|Harvard
3349310|Princeton
145511365|UT Austin
2428490|CMU
1742112|UT Austin
51952495|NVIDIA
9315255|Stanford
118860642|Harvard
1380248954|Microsoft
38174487|IBM
145470158|Microsoft
34828439|Intel
1799525|HKUST
3048564|ByteDance
67092021|UMich
4198024|Huawei
144555592|UMich
2231981905|HKUST
143777501|Amazon
33075217|Qualcomm
1804638|Princeton
1766703|Google
51222147|Samsung
2793728|Google
3250223|Harvard
143655174|Microsoft
2116660698|Oxford
2119049448|Harvard
40527353|MIT
1775477|Google
145603848|Amazon
143826491|Alibaba
144537437|ByteDance
2115828379|Apple
1683936|Microsoft
5791678|CMU
144108246|Alibaba
1838644|Caltech
7834060|UT Austin
1761370|MIT
49180504|Samsung
1752769|Microsoft
2279559513|Huawei
1401706768|Shanghai Jiao Tong
47571286|Apple
145563833|Huawei
144417360|Google
49811299|ETH Zurich
144369609|Uber
3194485|Cambridge
37257989|Oxford
1693065|UT Austin
145624000|Baidu
134712615|Huawei
2227182886|Oxford
1471206276|Google
37585320|Caltech
2069534421|Princeton
8638650|Shanghai Jiao Tong
49967517|Stanford
2549424|Samsung
2711125|Qualcomm
8270717|Huawei
4337102|Tsinghua
144897102|Cambridge
2116632761|ByteDance
2055574299|Huawei
2380233|Amazon
46266495|HKUST
145033828|Caltech
15660940|MIT
33794424|Tsinghua
2300131692|Uber
104444594|UMich
1742375|Harvard
1755851|Stanford
1763713|HKUST
1766638|Huawei
89715134|Apple
50401356|Tsinghua
40421028|Tencent
6486577|IBM
1685978|ETH Zurich
49370597|Facebook
2145670006|Caltech
1974678|UC Berkeley
2071666|UC Berkeley
2109306087|Zhejiang
1797655|Peking
2456863|IBM
1695576|UMich
32301760|Caltech
145617808|NVIDIA
3037568|Cambridge
39960184|Caltech
3289622|NVIDIA
2096380087|Qualcomm
1728462|ByteDance
144529448|Alibaba
2986982|Stanford
1703189|UMich
33242383|Intel
50046030|UW
31519649|Oxford
143608596|Uber
153939986|UMich
1796918|Airbnb
25576460|Caltech
97874426|Huawei
36156845|UT Austin
2090895670|Baidu
2062835|HKUST
2107901992|Princeton
48506828|UMich
1716282|Princeton
3190501|Alibaba
145322333|Microsoft
94210578|Peking
143746845|Apple
145158805|Caltech
2108307007|UMich
39419985|Qualcomm
37936174|Alibaba
33614647|Harvard
2184976|UW
145658292|Uber
143931014|Qualcomm
30796665|MIT
2743486|IBM
1761983|Tencent
2529354|Amazon
35645263|Google
5875612|Samsung
2064096900|Baidu
145710905|Alibaba
144902513|Princeton
100546775|UW
2295429|Caltech
1683268|Alibaba
2262660352|Tsinghua
2348963575|UT Austin
1707966|Shanghai Jiao Tong
145557680|Oxford
3639504|NVIDIA
145905360|Alibaba
2053629650|Zhejiang
1403360325|Amazon
1740077|UMich
2721737|Uber
72571095|Tencent
1717452|CMU
116292660|Cambridge
2152127024|Microsoft
40397208|Airbnb
1702318|Huawei
2504157|Huawei
143707095|Tencent
1720124|Facebook
34628173|Facebook
1403820685|IBM
1718676|UMich
5602194|Caltech
2072589474|Tsinghua
145260024|Alibaba
1699108|UT Austin
2062143|MIT
152891866|ByteDance
1397300094|Amazon
1717990|MIT
2070956511|CMU
5385807|Peking
2459012|Zhejiang
1702744|Peking
32163276|HKUST
27469806|IBM
4315323|Facebook
151004165|UT Austin
145676637|Alibaba
5769290|Microsoft
3192562|ETH Zurich
1413794065|Uber
1761978|Tencent
2373318|Uber
2444919|UC Berkeley
123624101|Caltech
143957317|Apple
2095214091|Caltech
46844846|Stanford
2117912702|Uber
2248834664|Samsung
144002190|NVIDIA
144256365|Harvard
3199842|Qualcomm
37805393|Tsinghua
16411658|Harvard
2229652|Tencent
145844120|Cambridge
2065224236|Oxford
20569810|Tsinghua
1905807|Zhejiang
98271906|Oxford
144539424|Baidu
47457030|UW
2258061|Intel
7889032|Google
1756123|Google
2112890973|Oxford
1775384|Tsinghua
1746034|UW
2075675|HKUST
1754307|ETH Zurich
2060230787|HKUST
2601522|Harvard
152597562|UW
51162051|Caltech
144947410|UW
8211183|Harvard
2228824|UT Austin
1389921282|Tencent
40629103|ByteDance
2119299240|NVIDIA
145193332|NVIDIA
1787610|Princeton
144299726|Zhejiang
144225920|UW
47663455|ETH Zurich
2111266186|ETH Zurich
151213231|Samsung
11573257|Oxford
49551702|Apple
30352875|IBM
1410457573|Apple
2031130601|ByteDance
3207228|UC Berkeley
1807998|UT Austin
151487590|Zhejiang
4334655|Airbnb
39714312|UW
145401977|Facebook
144648940|Caltech
3383528|Tsinghua
1777528|Qualcomm
2198278|Oxford
2315504|Princeton
2071828386|Princeton
39589857|Caltech
26339328|UT Austin
66083398|HKUST
81840293|Apple
1741745|Zhejiang
48136123|Amazon
145486652|Uber
2792896|Huawei
1832448|Zhejiang
10754103|Qualcomm
5027772|IBM
9802604|Shanghai Jiao Tong
1680265|ETH Zurich
5580228|UW
46901084|Princeton
1967156|ByteDance
144061974|Harvard
2115641|UW
144136091|UW
2064160|Airbnb
3071266|CMU
1388702112|Samsung
2407368|Huawei
1696384|Microsoft
49933077|Shanghai Jiao Tong
34660073|Microsoft
32147295|Tencent
1695217|Stanford
47653392|IBM
40642512|Caltech
2051446256|Microsoft
144580498|Shanghai Jiao Tong
3298473|Microsoft
1733113|UW
1398980406|ByteDance
1702283|Caltech
145272844|Stanford
120334004|Qualcomm
48441311|Baidu
8926744|Harvard
1700754|Caltech
70627370|Facebook
3032174|MIT
2285465435|Amazon
47909642|Alibaba
2131709|Microsoft
2722839|HKUST
2686171|Microsoft
10638646|Peking
2483864|Qualcomm
144195041|Caltech
3133575|UC Berkeley
2855690|Shanghai Jiao Tong
2109243152|Shanghai Jiao Tong
1701130|Facebook
47156522|Samsung
2152471960|ByteDance
3039887|Cambridge
2057009|Harvard
1842532|Peking
2149814967|Tsinghua
1732570|Qualcomm
144049725|UC Berkeley
2431330|Qualcomm
153096457|Baidu
80724002|MIT
2518186|Microsoft
2587444|Zhejiang
2545358|Caltech
34468738|Tencent
70547150|Cambridge
34699434|Samsung
1784123|MIT
1679209|Stanford
38140728|Cambridge
2348967|ByteDance
1409971380|IBM
1694635|Uber
39376164|Google
144864069|NVIDIA
2070640|Cambridge
2119113835|Stanford
2785761|Shanghai Jiao Tong
143791100|MIT
2983295|UMich
2285968829|Peking
143729959|Caltech
2154835838|ETH Zurich
145879573|ETH Zurich
13901928|Princeton
1714004|Apple
143724861|UW
73776482|Harvard
1730232|Alibaba
1780687|Princeton
31536502|Alibaba
1733797|Amazon
145276267|Tsinghua
1765161|Amazon
2057173|UW
1706280|Facebook
9419406|Harvard
2370080|Harvard
1737677|Airbnb
40648435|CMU
145295514|Cambridge
38550277|IBM
2949185|Huawei
2031130914|Uber
1718798|Caltech
3236386|Microsoft
1897771|Samsung
2609123|Intel
2056204271|Apple
8909922|Samsung
32131713|CMU
2127497|ETH Zurich
1729762|Uber
2040814523|Microsoft
119918227|CMU
40411909|ByteDance
46215055|Zhejiang
46956675|Intel
1745644|CMU
48934799|Shanghai Jiao Tong
35692225|Cambridge
1686834|Caltech
49816694|Tsinghua
2406799|Cambridge
50055322|Baidu
1707625|Tsinghua
1711460|UC Berkeley
2092438037|Shanghai Jiao Tong
145696762|Alibaba
144131273|Apple
2599292|NVIDIA
10398264|Caltech
11025540|CMU
3374545|UW
145709776|Apple
2111388466|Peking
2420136|Peking
145824256|UMich
1755208|Baidu
2276155|MIT
89843211|Stanford
5219418|Peking
33918804|Google
2112109655|Tsinghua
1796770|Huawei
5733445|Shanghai Jiao Tong
1695689|Stanford
2446311|Harvard
7377735|Tsinghua
3507117|Peking
3698245|NVIDIA
19195265|Baidu
1410550919|MIT
1740765|IBM
2942112|ByteDance
2164604|UMich
48156295|Harvard
143967473|Huawei
1878461|Princeton
1390094118|Caltech
40660788|Tsinghua
46502933|Google
2080112167|Oxford
143953836|ETH Zurich
143668698|NVIDIA
34445787|Microsoft
2115793087|Zhejiang
145836900|NVIDIA
2144545128|Peking
1854385|Alibaba
2292805636|Microsoft
37535930|Tencent
2155954521|Airbnb
34954622|UC Berkeley
143812875|UC Berkeley
89103582|Oxford
1390903788|Stanford
34361437|IBM
2076086|Stanford
2087279|UW
2068205528|UT Austin
7837350|Huawei
1772593|UMich
1815972|Zhejiang
3259992|Amazon
1422494434|Cambridge
1388350203|Facebook
2348958870|Peking
122051864|ETH Zurich
3382735|Facebook
3210833|Facebook
7181955|Tencent
1754854|IBM
1756344|Harvard
2110151928|Harvard
51997673|Caltech
1715863|Huawei
1398898827|ETH Zurich
2442915|UC Berkeley
40062372|MIT
3187297|CMU
2597809|UMich
2701105|Apple
1680188|Google
2157336032|UW
144335550|Stanford
39682944|Amazon
8230559|Baidu
2129065|IBM
1807331|MIT
38524906|NVIDIA
145034082|Oxford
2530948|Amazon
2975527|Huawei
143809344|UMich
2309291535|Baidu
2056947059|ByteDance
2556428|ByteDance
145411276|Intel
3164019|Peking
2347660128|Alibaba
3156886|ETH Zurich
1840524|Uber
3002426|NVIDIA
33780923|UT Austin
143711421|Microsoft
2146312811|Stanford
2191560|Baidu
108237152|HKUST
88566094|Cambridge
46322047|Airbnb
2062798496|Alibaba
143676545|MIT
2056946837|Princeton
143818235|Airbnb
145057514|Cambridge
2110368816|Huawei
2108772203|Uber
3450866|Qualcomm
34789794|Harvard
49506408|Tencent
1959810281|Tencent
1701686|UMich
39167827|ByteDance
2113953|NVIDIA
2451356|UC Berkeley
40398486|Tencent
2471253|Oxford
1806271|IBM
2279523130|Peking
34911188|UC Berkeley
3335364|Tsinghua
144996246|Zhejiang
145299837|Microsoft
31820684|ETH Zurich
144518944|Oxford
